KIDEN	Sinistralité RC - SNB11 2-3	Code usage - CUSA  5-6	Age de l assuré - DNAI 8-9	Sexe - SEXE 11-12	Code Langue - CLAN 14-15	Code postal souscripteur - POSS2 17-18	Bonus-malus RC(année en cours) - GBMC 20	Bonus-Malus Année -1 - GBM1	Puissance du véhicule (12 mod) - PUIS 32	Date effet Police (2 mod) - DPEP 26-27	Année de construction du véhicule (2 mod	Primes acquises RC 1991 en francs belges
1322	SINIST=2	CUSAG=1	AGE=9	SEXE=2	CLANG=1	CPOST=3	BM=7	BM_1=5	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1323	SINIST=2	CUSAG=1	AGE=6	SEXE=1	CLANG=1	CPOST=5	BM=7	BM_1=8	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1324	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=1	CPOST=4	BM=5	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1325	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=7	PUIS12M=9	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1326	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=4	BM=3	BM_1=4	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1327	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=4	BM=7	BM_1=7	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1328	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=4	BM=8	BM_1=9	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1329	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1330	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=2	CPOST=12	BM=6	BM_1=7	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1331	SINIST=1	CUSAG=2	AGE=4	SEXE=2	CLANG=2	CPOST=7	BM=4	BM_1=5	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1333	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1334	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=6	BM=11	BM_1=11	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1335	SINIST=2	CUSAG=1	AGE=6	SEXE=1	CLANG=2	CPOST=4	BM=10	BM_1=10	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1336	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=2	BM=10	BM_1=8	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1337	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=4	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1338	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=1	BM=8	BM_1=9	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1339	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=11	BM=11	BM_1=9	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1340	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=8	BM_1=9	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1341	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=7	BM=8	BM_1=9	PUIS12M=11	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1342	SINIST=2	CUSAG=1	AGE=4	SEXE=1	CLANG=1	CPOST=3	BM=9	BM_1=10	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1343	SINIST=2	CUSAG=1	AGE=7	SEXE=2	CLANG=1	CPOST=4	BM=9	BM_1=10	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1344	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=4	BM=5	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=2
1345	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=5	BM=3	BM_1=4	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=1
1346	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=8	BM=8	BM_1=8	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1347	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=9	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1348	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=5	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1349	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=2	CPOST=1	BM=4	BM_1=5	PUIS12M=9	DPOLI2M=1	DCONS2M=2	PRIM3M=3
1351	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1353	SINIST=2	CUSAG=2	AGE=6	SEXE=2	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=2
1355	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1357	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1358	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1359	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1361	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1362	SINIST=1	CUSAG=1	AGE=5	SEXE=2	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1364	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=10	BM=4	BM_1=4	PUIS12M=8	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1365	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1366	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1367	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1368	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=8	BM=3	BM_1=1	PUIS12M=11	DPOLI2M=1	DCONS2M=2	PRIM3M=3
1369	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=2	BM=6	BM_1=7	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1370	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1371	SINIST=2	CUSAG=1	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1372	SINIST=2	CUSAG=2	AGE=1	SEXE=1	CLANG=1	CPOST=10	BM=2	BM_1=3	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1374	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1375	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=2	CPOST=12	BM=3	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1376	SINIST=1	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1381	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1382	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1383	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1384	SINIST=2	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=4	BM=2	BM_1=3	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1385	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1386	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1387	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1388	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=2	CPOST=2	BM=2	BM_1=3	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1389	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1392	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
1393	SINIST=2	CUSAG=2	AGE=1	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=2	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=2
1395	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1396	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1397	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=6	BM_1=10	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=3
1398	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=10	DPOLI2M=1	DCONS2M=2	PRIM3M=2
1399	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=9	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
1400	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=2	CPOST=12	BM=9	BM_1=10	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=3
1401	SINIST=2	CUSAG=1	AGE=7	SEXE=2	CLANG=1	CPOST=4	BM=4	BM_1=5	PUIS12M=5	DPOLI2M=2	DCONS2M=2	PRIM3M=1
1402	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1403	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1404	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1405	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1407	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=1	DCONS2M=2	PRIM3M=3
1408	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=11	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1409	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=6	BM_1=8	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
1410	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=4	BM_1=5	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=3
1412	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1413	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1414	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=8	BM=2	BM_1=3	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
1415	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
